user_id,map_id,score,match_id
13390529,3497681,996091,99803758
12599154,3497681,991044,99803758
13390529,3439520,996722,99803758
12599154,3439520,988885,99803758
13390529,3552265,993658,99803758
12599154,3552265,980033,99803758
13390529,2880761,999235,99803758
12599154,2880761,993846,99803758
13390529,3456772,993844,99803758
12599154,3456772,985309,99803758
13385865,2880761,995287,99806542
18271627,2880761,989021,99806542
13385865,3456772,992790,99806542
18271627,3456772,992686,99806542
13385865,3061470,996962,99806542
18271627,3061470,995471,99806542
13385865,2182529,986744,99806542
18271627,2182529,991822,99806542
13385865,3553580,994493,99806542
18271627,3553580,994071,99806542
13385865,3497681,994258,99806542
18271627,3497681,984687,99806542
13821222,3456772,994346,99808383
12660835,3456772,984417,99808383
13821222,3552265,994961,99808383
12660835,3552265,989514,99808383
13821222,2519885,990095,99808383
12660835,2519885,985647,99808383
13821222,2182529,992919,99808383
12660835,2182529,985768,99808383
13821222,3555245,978302,99808383
12660835,3555245,993692,99808383
13821222,3553580,993680,99808383
12660835,3553580,970890,99808383
9530019,3061470,997868,99812540
13347579,3061470,994384,99812540
9530019,2182529,992885,99812540
13347579,2182529,993573,99812540
9530019,3555245,998437,99812540
13347579,3555245,981154,99812540
9530019,3497681,988409,99812540
13347579,3497681,993356,99812540
9530019,2997896,988554,99812540
13347579,2997896,992454,99812540
9530019,3553580,997173,99812540
13347579,3553580,993589,99812540
9530019,3439520,989046,99812540
13347579,3439520,976320,99812540
9530019,3552265,994812,99812540
13347579,3552265,991446,99812540
12489832,2997896,992863,99812532
5691061,2997896,978934,99812532
12489832,3552265,987170,99812532
5691061,3552265,996354,99812532
12489832,3555245,996431,99812532
5691061,3555245,995828,99812532
12489832,3497681,993177,99812532
5691061,3497681,995359,99812532
12489832,3061470,996552,99812532
5691061,3061470,986511,99812532
12489832,3456772,994552,99812532
5691061,3456772,996032,99812532
12489832,2880761,998495,99812532
5691061,2880761,995923,99812532
12489832,2519885,985946,99812532
5691061,2519885,995133,99812532
12489832,3553471,983971,99812532
5691061,3553471,985965,99812532
10395139,3555245,991847,99814474
10235085,3555245,980011,99814474
10395139,3456772,985247,99814474
10235085,3456772,973999,99814474
10395139,3061470,985440,99814474
10235085,3061470,993417,99814474
10395139,3497681,988654,99814474
10235085,3497681,973924,99814474
10395139,3552261,998135,99814474
10235085,3552261,995557,99814474
10395139,3439520,976068,99814474
10235085,3439520,974089,99814474
10072733,3552265,993012,99820752
2288341,3552265,976927,99820752
10072733,3061470,998503,99820752
2288341,3061470,995353,99820752
10072733,3555245,998851,99820752
2288341,3555245,993915,99820752
10072733,2997896,998303,99820752
2288341,2997896,985267,99820752
10072733,3456772,995020,99820752
2288341,3456772,966555,99820752
13235067,2880761,970029,99829819
12657177,2880761,989340,99829819
13235067,3497681,987091,99829819
12657177,3497681,986695,99829819
13235067,2997896,987648,99829819
12657177,2997896,985446,99829819
13235067,2519885,994279,99829819
12657177,2519885,987108,99829819
13235067,3439520,978014,99829819
12657177,3439520,984927,99829819
13235067,3552265,988379,99829819
12657177,3552265,980225,99829819
13235067,3552261,988571,99829819
12657177,3552261,998585,99829819
13235067,3456772,995095,99829819
12657177,3456772,990871,99829819
11188249,2519885,992354,99831187
6699923,2519885,991234,99831187
11188249,3061470,995882,99831187
6699923,3061470,982790,99831187
11188249,3553580,985058,99831187
6699923,3553580,976893,99831187
11188249,3439520,978390,99831187
6699923,3439520,987638,99831187
11188249,3497681,989616,99831187
6699923,3497681,983968,99831187
11188249,3552265,993879,99831187
6699923,3552265,986684,99831187
10745260,2182529,988413,99832615
12093536,2182529,955575,99832615
10745260,3555245,993692,99832615
12093536,3555245,992331,99832615
10745260,2997896,994204,99832615
12093536,2997896,989161,99832615
10745260,3552261,997634,99832615
12093536,3552261,997389,99832615
10745260,3439520,985114,99832615
12093536,3439520,984287,99832615
9895650,3061470,929655,99843293
11517895,3061470,993716,99843293
9895650,2519885,994265,99843293
11517895,2519885,994773,99843293
9895650,3552265,988992,99843293
11517895,3552265,994295,99843293
9895650,2997896,984796,99843293
11517895,2997896,979684,99843293
9895650,2182529,992106,99843293
11517895,2182529,987113,99843293
9895650,3497681,994004,99843293
11517895,3497681,992937,99843293
9895650,2880761,988151,99843293
11517895,2880761,995501,99843293
9895650,3552261,997990,99843293
11517895,3552261,981534,99843293
9895650,3553471,977683,99843293
11517895,3553471,984888,99843293
20051971,3552265,995948,99846712
16011592,3552265,991431,99846712
20051971,2997896,978412,99846712
16011592,2997896,979786,99846712
20051971,3497681,991408,99846712
16011592,3497681,992965,99846712
20051971,2880761,964788,99846712
16011592,2880761,996415,99846712
20051971,3456772,995471,99846712
16011592,3456772,984930,99846712
20051971,3061470,972919,99846712
16011592,3061470,985987,99846712
20051971,3553580,992943,99846712
16011592,3553580,989328,99846712
20051971,3439520,969686,99846712
16011592,3439520,974647,99846712
10015908,2519885,990506,99855390
6701738,2519885,988593,99855390
10015908,2182529,947131,99855390
6701738,2182529,993244,99855390
10015908,2997896,965160,99855390
6701738,2997896,988372,99855390
10015908,3497681,976964,99855390
6701738,3497681,981457,99855390
10015908,3061470,978863,99855390
6701738,3061470,992121,99855390
10015908,3456772,992919,99855390
6701738,3456772,992452,99855390
10015908,3553580,973642,99855390
6701738,3553580,973602,99855390
10015908,3555245,988869,99855390
6701738,3555245,993249,99855390
