Map Link
https://osu.ppy.sh/beatmapsets/1798113#mania/3685972
https://osu.ppy.sh/beatmapsets/1802001#mania/3695039
https://osu.ppy.sh/beatmapsets/1875769#mania/3860085
https://osu.ppy.sh/beatmapsets/1930982#mania/3988982
https://osu.ppy.sh/beatmapsets/1754716#mania/3590989
https://osu.ppy.sh/beatmapsets/1853419#mania/3808383
https://osu.ppy.sh/beatmapsets/1930962#mania/3988947
https://osu.ppy.sh/beatmapsets/1930964#mania/3988951
https://osu.ppy.sh/beatmapsets/1889894#mania/3903471
https://osu.ppy.sh/beatmapsets/1735172#mania/3546335
https://osu.ppy.sh/beatmapsets/1736759#mania/3891158
https://osu.ppy.sh/beatmapsets/1930517#mania/3987895
https://osu.ppy.sh/beatmapsets/1692593#mania/3458598
