user_id,map_id,score,match_id
13712190,3391262,982639,101940034
7751516,3391262,964257,101940034
11306351,3391262,983895,101940034
12123265,3391262,987641,101940034
13712190,2944413,948674,101940034
7751516,2944413,989265,101940034
12894120,2944413,879910,101940034
12123265,2944413,975838,101940034
13712190,2519885,987643,101940034
7751516,2519885,984932,101940034
12123265,2519885,991269,101940034
11306351,2519885,972814,101940034
13712190,3648794,986286,101940034
7751516,3648794,989508,101940034
12894120,3648794,945379,101940034
12123265,3648794,993159,101940034
13712190,2720342,965265,101940034
7751516,2720342,988288,101940034
11306351,2720342,982076,101940034
12123265,2720342,983638,101940034
13712190,3135906,941406,101940034
7751516,3135906,966377,101940034
12123265,3135906,988613,101940034
12894120,3135906,890214,101940034
13712190,2711344,963491,101940034
7751516,2711344,986372,101940034
12123265,2711344,989652,101940034
11306351,2711344,904890,101940034
13712190,3555245,964065,101940034
7751516,3555245,979560,101940034
12123265,3555245,977450,101940034
11306351,3555245,941869,101940034
13712190,2711344,961204,101977295
7751516,2711344,975017,101977295
11493286,2711344,975024,101977295
10502375,2711344,977111,101977295
13712190,2424948,965982,101977295
7751516,2424948,980174,101977295
11493286,2424948,980680,101977295
10770925,2424948,976522,101977295
13712190,3391262,966989,101977295
7751516,3391262,979362,101977295
11493286,3391262,989315,101977295
10502375,3391262,982746,101977295
13712190,2519885,985371,101977295
7751516,2519885,982010,101977295
11493286,2519885,985280,101977295
10502375,2519885,975372,101977295
13712190,2177469,981015,101977295
7751516,2177469,979236,101977295
11493286,2177469,982064,101977295
10502375,2177469,974940,101977295
13712190,2930592,957433,101977295
7751516,2930592,982903,101977295
11493286,2930592,969213,101977295
10770925,2930592,937084,101977295
13712190,2944413,962087,101977295
7751516,2944413,986059,101977295
11493286,2944413,958304,101977295
10770925,2944413,979942,101977295
13712190,2720342,976472,101977295
7751516,2720342,991123,101977295
11493286,2720342,987816,101977295
10502375,2720342,960470,101977295
13712190,3555245,968745,101977295
7751516,3555245,987359,101977295
11493286,3555245,989490,101977295
10770925,3555245,990478,101977295
13712190,3648794,982297,101977295
7751516,3648794,991909,101977295
