Player ID,Player Name,pScore,Maps Played
15763622,Koishi Komeijie,1.3049901920186986,6/6
10072733,myucchii,1.2626238978328364,6/6
10055204,Zoobin4,1.2425453527144514,4/4
15926730,PeachMarrow,1.2301520282512526,3/4
17308009,Hello_Son,1.1485122064723954,3/4
17115114,koshepen,1.106135517700871,6/6
18111392,minatoaquafan69,1.0701678441389968,6/6
15944956,MatchaLatte-,1.0671418406724869,6/6
16407268,_dev_,1.0612712798162747,2/4
26702763,riftoyu,1.0190448569903,4/4
12489832,spanner dude,0.9844348033772611,3/4
8880797,Naito Mare,0.9605165050799108,4/6
11898245,riftoyu Wife,0.8680675812083944,4/4
20846896,[Paw]pwod,0.8127437909913162,6/6
12599154,Toxic Scent,0.8001635288033421,2/4
22674434,noober,0.7999495614281574,2/6
12852613,kittyboyyyyyy,0.7478636910199851,3/6
9169747,Nathanial,0.6895193051282885,1/4
13377652,Shoira,0.6634320133781549,4/4
16999311,Quinnie why,0.3329223310730289,2/4
16665306,aeko,0.2972278394408273,2/6
