user_id,username,pp,global_rank
17836733,KRIMCEROL,14902.8,112
19838492,hato,14902.3,113
26140861,Scitra,14890.2,114
21933816,raatus,14889.4,116
34990703,eilander,14874.5,117
24675802,logann,14869.0,117
14075567,bad LN player,14856.7,118
18278945,PocaFangirl,14846.5,119
11649450,ime,14831.1,120
16787675,Cranium,14830.5,121
24847256,endernubek,14803.2,122
15548876,Silicosis,14784.3,123
17721427,Wang Jian,14782.2,124
10336332,YuyukoFangirl,14780.4,125
31755778,shir0kuma,14771.8,126
17089357,[RUE]Jeunios,14764.5,126
18271627,grillroasted,14751.6,127
18483399,CaptainLan,14742.4,128
25323782,NikitodeuS,14729.1,130
30790527,Databyte,14727.6,131
9188975,mae0149,14720.5,131
2288363,SillyFangirl,14720.4,132
24598551,RetroDeath,14708.9,133
34548393,da_bee,14699.1,134
20286166,[LS] Brian,14684.3,136
10027302,Cyaewin,14683.1,137
17091831,zidae,14678.0,138
13320197,Divine,14677.3,139
20360332,bambi fnf,14671.3,140
22601490,Nico777playz,14662.3,141
13402917,My Angel Plana,14653.7,142
11304785,jordan180105,14651.4,143
25445118,zKuri,14640.5,144
25005439,alison,14638.8,146
25865730,1byte,14637.9,146
22440246,Jinkiii,14636.5,147
25914360,MiniEgg_23,14628.9,148
8581031,Poca,14627.4,149
23779738,NamelessFanatic,14626.5,151
18566390,Nubbo123,14616.4,151
12584420,Vulpsi,14597.5,152
18508394,Tevelkin,14585.4,153
9332478,Slick6969,14582.0,153
34157530,DrownStar,14554.8,155
15183087,LiangFenFan,14548.5,156
26252846,alxxz,14548.1,157
24075447,Rei_Insana300,14543.3,158
13975661,lianic,14541.7,159
34545394,shenmeng,14539.2,160
12689667,[Albert],14538.2,161
13390529,-Aishiteru-,14537.7,162
13322711,GGGGGG133,14528.2,163
35575753,Yuki_Jiana,14526.3,164
34344384,Nikorofanboy,14523.2,165
31185655,SaltFalt,14519.4,166
31519818,[Crz]anfish1013,14514.0,167
903155,Transcendence,14512.8,168
12054898,[MY]Sol,14511.5,169
16296036,IWateh,14509.8,170
23387588,cheems jr,14507.7,171
14952077,yeonho7028,14487.3,172
24104574,Squis1037,14462.8,173
31709045,Bl1x3r,14450.3,174
27616965,Strufe,14445.4,175
25468030,oofyy,14439.3,175
20544648,[LS]Nemesis,14439.1,176
18356454,Minwoo3098,14435.2,177
18473578,Seitora,14430.9,178
9423922,Velyria,14428.9,179
10055204,Zoobin4,14419.9,181
16696389,spizman,14419.7,181
35809437,RoxyMigurdia,14416.0,182
33473292,WaterQuality,14414.9,183
8880797,Naito Mare,14411.9,185
29800037,imjustawheel,14408.5,185
17310024,ilovebloonssss,14405.8,187
18667176,_eternal,14399.5,187
23833099,kilotek,14396.0,188
6336721,[Paw]FIood,14395.3,189
25311011,Stereotype,14391.3,191
15760722,binified,14390.0,191
29165753,shadiaojunshi,14385.2,192
30870258,Anthony2308,14380.2,193
18042127,[Crz]IsxI,14377.4,194
27288518,Shizuku-09,14372.3,195
8497680,Henni,14372.2,196
36210798,xuer,14369.9,198
12346126,ayalala,14369.6,198
34441262,Eviternus,14368.7,200
26634482,lisachandra,14366.8,200
18779409,gemuses,14356.6,201
26494518,sooin406_,14351.4,202
16441559,xBlazemlg,14344.4,203
20298842,Na2He,14335.0,204
12562107,CPT_Sivelia,14328.1,205
18236316,Sawdust Inhaler,14322.3,206
28848583,[Crz]Sirtian,14318.8,207
33695086,[Crz]qpwoeirutu,14314.3,208
13941662,Domajnyk Pear,14311.8,209
16711124,AlexxiTo,14307.2,210
26702763,riftoyu,14294.4,213
27208738,Psyche03,14294.1,212
20435157,theman234 tonk,14293.7,213
10790649,Kalkai,14271.0,214
25558684,[Crz]XiaoJun,14264.6,215
11898245,Newbie Noobko,14264.0,216
24291557,[TCD]thuypb2009,14239.7,217
