user_id,Player Name,median_pScore,total_maps_played,num_appearances,adjusted_median_pScore
9781014,Miwiki,1.0113342776465766,38,7,0.8678754333920442
15548876,Silicosis,0.8664185746201905,228,37,0.8664185724389829
10817494,[Crz]Nickname,0.862785821664551,177,32,0.8627857780375177
14943370,Tomskuu,0.8850349582935945,77,10,0.8614956891925579
18042127,[Crz]IsxI,0.8736815555120784,86,11,0.8607737565211148
20544648,[LS]Nemesis,0.8643143362313487,81,13,0.860428142878735
10333739,[Crz]sunnyxxy,0.8603070482499385,246,29,0.8603067850800966
15391485,hsod,0.8633203820726144,92,13,0.8594386578094079
16005504,RantabFanboy,0.871632380675557,94,11,0.8587548562585733
29169697,RobiFanBoy,0.8750784143109336,60,10,0.8518039593462516
6117525,ruka,0.8500726421102824,116,20,0.8500150716634806
6699923,Sunyata,0.848513153712206,135,20,0.8484556888804298
15314355,UmmmMrMoo,0.8696956981282946,68,10,0.8465644072313484
17089357,[RUE]Jeunios,0.9850155048618809,33,7,0.8452900065537317
11959687,Freshky,0.8455469735634367,133,15,0.8443982811308259
19446399,Robeats,0.8443461186107091,107,16,0.8437162120604874
26690747,aero-,0.843411949896731,107,18,0.843222336746179
24649329,Mahiru-No-Yo,0.8491396226597362,50,12,0.8422084600708087
12562107,CPT_Sivelia,0.8405370307149055,128,23,0.8405276206006693
11817838,Brisket Bacon,0.8384389421911174,74,19,0.8383354833733553
16999311,Quinnie why,0.8499240990311294,40,11,0.8373672934551669
12712916,[LS]Khu,0.84321627695613,85,12,0.836333464097973
15944956,MatchaLatte-,0.834261123182461,182,32,0.834261080997788
18466725,Apol-,0.9059269801339164,19,8,0.8305785903695825
13847951,Dale940,0.835019894165057,95,12,0.8282039848646306
10242062,AFOTHER,0.8281102116059512,198,27,0.8281093705520132
11488604,CrewK,0.8281059847117703,145,21,0.82807520489251
11115041,TvS SorAKuN,0.8687844109332863,55,9,0.8275815516417173
6824332,Squartatrice,0.8687140949048849,42,9,0.8275145704123613
15625432,[Crz]rebellion,0.8396442599108705,69,11,0.8272393290038725
22839620,beta carotene,0.8296999884689589,49,13,0.8259694306791727
18278945,PocaFangirl,0.82417712578151,142,20,0.8241213090865305
10036005,-Oni-Chan-,0.8296742156949686,58,12,0.8229019408754162
13235067,MegMewtwoZ,0.8220701087398552,205,31,0.8220700329976037
31755778,shir0kuma,0.8235385809285041,126,14,0.8215022803629182
16892459,Babil,0.820084430176476,101,19,0.8199832362059414
7945868,[GB]SnowScent,1.0668930111004546,66,6,0.8199337203725918
22644374,SturpdaFuro,0.818741491471678,144,20,0.8186860429004097
29546640,Kirchhoff123,0.81832192544525,189,27,0.8183210943325933
26882713,Projiensux,0.8301400386518861,62,11,0.8178755234109882
10015908,Auraah,0.8171401326478089,226,34,0.8171401202027815
10393606,Albania Illya,0.8160623725935888,77,17,0.8157281402411939
11805458,StayHighKids,0.8371839784576642,51,10,0.8149174015599706
10329095,VanillaLatte,0.8141808098037907,151,22,0.8141642012583898
16790509,HongFanboy,0.8540159759252379,40,9,0.8135135225593918
31956722,KullaiPora,0.8866329287460821,45,8,0.8128892772619668
7928981,[Crz]Riko,0.8122448693728901,96,15,0.8111414185132135
10318380,lovely_hyahya,0.9428067873211197,69,7,0.8090686405442112
9663200,Strachy,0.8098115632765559,81,14,0.8078092044526878
11924624,--Dragon--,0.8071563410420635,97,20,0.8071016770652563
5691061,Amerom,0.8051663508749161,180,28,0.8051659020831966
6315000,NeonDrakon,0.8046250709287899,137,24,0.8046201271718648
7794488,Reshiram,0.8033311144672857,124,28,0.8033306666985087
25630297,Echo_XF,0.8003799341686042,161,23,0.8003709736275006
12584420,Vulpsi,0.7983199024365345,81,16,0.7977243327706912
34454156,MightyTech,0.809348154315665,82,11,0.7973908190329133
15555328,Hawkfrost,0.7969072536078009,195,23,0.7968983319446046
12123265,[KN]Puddles,0.8031960239830938,66,12,0.7966398792873967
12723207,twitch chat,0.797222897515414,61,15,0.7961398543042005
10235085,Asuma Toki,0.7956813666645253,107,20,0.7956274798205997
13975661,lianic,0.793458830254379,139,18,0.7932804474028481
9423766,Logan636,0.7933313057085873,99,16,0.7927394576797434
13377652,Shoira,0.7909422845821777,238,41,0.7909422844015405
14609209,9961,0.8115349539371017,72,10,0.7899505639798344
12429489,Fubusan,0.8113725464500172,43,10,0.7897924760436408
29606773,Shenzouz,0.7900605892481399,140,17,0.7897370063724344
25468030,oofyy,0.8006321996131716,81,11,0.7888036341214316
9895650,XxNewson1234xX,0.7866403522092492,258,38,0.7866403511224013
24989144,Llkkm,0.8075119414096323,71,10,0.7860345514907178
23070586,7581Eason,0.8549204533172701,53,8,0.7838144139270663
10804091,GDMem,0.7837295865793159,103,20,0.783676509159533
20670028,ReJust,0.781091870308401,111,25,0.7810892364635964
20435157,theman234 tonk,1.2091932541406227,38,5,0.7807232499815839
12917829,Sirbeyy,0.7765925733224186,148,20,0.7765399792507894
16608860,yoshyap,0.7764517102222659,160,24,0.7764469395673881
23892945,Mikufangirl,0.7762677324879347,139,19,0.7761719452602325
13193798,ManiaDegengod,0.7778127547755764,76,14,0.7758895169465926
10884561,Mafufu,0.7751395995111425,122,22,0.775123787370798
10629473,cow,0.8430755200398069,55,8,0.7729546556900803
22440246,Jinkiii,0.8100562322899342,41,9,0.7716386081506543
10879600,HowToPlayLN,0.7741230622570935,113,13,0.7706423935090013
19554046,Shadow_GM,0.7708591617267151,61,14,0.7689531175129256
26090734,KimMui,0.997660706325008,45,6,0.7667269783339037
23297156,[Crz]RafaelPC,0.892761251234775,40,7,0.7661221170452304
15727775,yoth99,0.803595760781387,70,9,0.7654845301445388
20040064,[LS] akarii,0.803029494105224,73,9,0.7649451191599441
29388371,bad maniaplayer,0.7708298688154348,100,12,0.764537915164248
20578625,[DT] Lun1x,0.8334263512815341,34,8,0.764108034316358
23643731,Dyei,0.7662335323072678,105,13,0.7627883370409415
10279743,shko,0.7633448842691499,86,16,0.7627754069753234
12054898,[MY]Sol,0.7635291691455386,64,14,0.7616412492411433
11716111,Swarmsii,0.7621509426679431,85,16,0.7615823560889771
10395139,Ricizus,0.7577126797688585,247,40,0.757712679453544
19466314,iParacosm,0.757211048683724,117,18,0.757040814941374
30833471,Napeace,0.7570515471636167,87,15,0.7560230775332918
13858488,C90,0.7934624540177063,49,9,0.7558318043023018
29627572,kloofhi,0.7551906613177833,99,15,0.7541647197380056
11817622,SunApple,0.7525962127305368,91,20,0.7525452437920227
17527968,V1do-,0.788569481712523,58,9,0.7511708854811254
16923930,Nachumi-chan,0.752980407426147,74,14,0.7511185706342529
11493286,-SoraIro-,0.7602829468593332,80,11,0.7490505025065783
8756421,quentin5110054,0.8156300984249036,36,8,0.7477919437973011
22765206,Soundie,0.7833960883320703,80,9,0.7462428447990318
26623075,HoanChan,0.7655468600725053,96,10,0.7451856151523669
25682415,[Crz]Yurucawaii,0.9649427123878013,40,6,0.7415823891267898
14934242,Akermo,0.7526904184563489,101,11,0.7415701463588518
26970862,Wolfesch,0.7411052333892822,152,19,0.7410137850232469
24847256,[EL] endernubek,0.8614847112082199,27,7,0.7392821875278448
8321730,[Zekken],0.7407893857628634,90,14,0.7389576927734369
5190592,SilentParleHorn,0.9606230027989056,58,6,0.738262585250205
14177626,charlie72,0.9605125704006966,67,6,0.7381777152152802
5858053,[ Classic ],0.7466936036742302,54,11,0.7356619287083829
25343608,PhobiaTheNoob,1.1333654257434411,32,5,0.7317645343895361
14095291,AelSan,0.7962243518866174,66,8,0.7300002255260818
15216030,G2t,0.7955115260947336,54,8,0.7293466873774394
12657177,ASharpp,0.7275511469557574,153,20,0.727501874173025
7304075,Kuiiiiteeee,0.7379261327589747,66,11,0.7270239886862991
23509758,[GS]Thanachot,0.726440014146922,94,15,0.7254531308949136
10728432,Kaify,0.7444008927375376,55,10,0.724602066974784
13601876,Orost,0.7429568496094259,44,10,0.7231964310524754
8883576,Hitachimako0721,0.7886469880394957,53,8,0.7230530914624408
24780361,CoolDudeYes,0.7238357926232678,94,15,0.7228524472581546
14174524,Silicosis 4,0.7880554787818317,52,8,0.7225107796247378
7745408,StyGix,0.723037772296039,70,16,0.7224983652699531
20656485,antony88fayah,0.7177793423432521,180,22,0.7177647002998
14617751,yoe Lonann,0.7828035503466877,41,8,0.7176956682393378
24291557,[TCD]thuypb2009,1.1090704906084357,34,5,0.7160783563102733
11188249,Plutes,0.7263146990089362,44,11,0.7155841026264881
21891521,[LS] -Koyume-,1.1065515458889983,21,5,0.7144519837671344
18563362,Concepte,1.106252303699076,37,5,0.7142587761601221
27288518,Shizuku-09,0.7167147856774909,106,13,0.7134922402225995
11784492,Mich_,0.7480154085693547,61,9,0.7125401246676788
18356454,Minwoo3098,1.1019741967999532,25,5,0.7114965894619956
14114899,Lotex09,0.7307441092484372,56,10,0.7113085128684239
7341471,Seiong,0.7134048956507486,83,12,0.7075816774289868
13431947,Jerem[Monkey],0.7077827702479371,88,16,0.7072547438932394
23091978,Maykee kee,0.7707613014673917,49,8,0.7066550056711838
10496581,CygnusOz,0.8232737198548009,38,7,0.7064914659888116
8677684,Onta_Bekasi,0.7058866704333079,149,25,0.7058842901807278
20992774,Endterminal,0.9173523993065967,45,6,0.7050080540694066
28234428,Snowiz,0.7398558807760857,86,9,0.7047675696047222
8553078,Guldakh,0.7048440856416169,84,17,0.7045554046477035
15255368,- Sky -,0.7055641356284484,113,14,0.7038195414082026
11609084,[ Kloc ],0.8198364620754041,55,7,0.7035417868857596
12143152,XronialXero,0.703215929733781,101,18,0.7030578349996817
35157637,clairpis,1.0873444687208613,41,5,0.7020508132693613
7727987,Neokje,0.7021073088936324,113,18,0.7019494633960897
7751516,zero2snow,0.7367023219563984,71,9,0.7017635710656753
9552883,Alen-,0.7014829707566562,81,17,0.7011956663650374
28251667,[Crz]bubu,0.7645913732133205,45,8,0.7009982469871777
12093536,[GS]linc,0.7008713735425949,99,20,0.7008239076248289
14055233,MisteurFR,0.7015921294050307,68,15,0.7006390025001701
14134289,shokoha,0.6997666459787597,192,26,0.6997653509921631
13382147,[-Leon-],0.69926415836981,196,35,0.6992641525250874
29051886,Crimzenite,0.7625684693347051,78,8,0.6991435934788948
29511004,JoseXD_,0.762196085994107,63,8,0.6988021822648637
12598261,TsukiyaWhiskers,1.0769442703908307,19,5,0.695335859631578
19141386,Pulsing,1.0764422190426226,29,5,0.6950117070125582
25129861,[ Defuu- ],0.8096245864450553,27,7,0.6947784766882072
5919873,Xan-,0.6957104329619018,44,15,0.6947652964590015
31042682,Fuuneral,0.7037037791570347,70,11,0.6933072372210927
8976576,-mint-,0.7033890130353108,69,11,0.692997121464027
26191375,Louis2ez,0.7552153160386184,71,8,0.6924020217701767
20179559,panny,0.696524057294644,75,12,0.6908386301170888
12852613,kittyboyyyyyy,0.8987576308426491,28,6,0.6907175136614369
22660023,akenyii-,0.8984519388764383,32,6,0.6904825818092872
32374576,[Crz]Miyako,0.8981314478342217,44,6,0.6902362765004544
3840946,SitekX,0.7086028707972919,63,10,0.6897561647941476
32494511,HowToPlaySV,0.8963086146988288,66,6,0.6888353840597218
13145344,dolen,0.7499412726704637,36,8,0.6875666348103774
15543726,nanonbandusty,0.6906136761439952,83,13,0.68750848840737
16870002,sukidayo-,0.6867371354731275,109,21,0.686711610183733
6701738,Stability,0.6863411384453546,70,15,0.6854087303159765
23726452,xxxbruhmanxxx,0.7464657001571742,32,8,0.6843801350348783
14230684,Fr05tyGD,0.6843828778945982,87,16,0.6838723085343047
23291631,Bleeeh,0.7431055605923673,12,8,0.6812994673382723
16020685,ShiroPeDeFresa,0.6865578758695854,66,12,0.6809537983570376
18472374,Pokeccino,0.8834763234862437,38,6,0.6789734502337734
30829023,Popy,0.6795137212383604,76,13,0.6764584419310651
8781662,Xu seventeen,0.7366825789770723,47,8,0.6754107024234524
5594381,riunosk,0.7066165033072478,43,9,0.6731045986362226
14217379,Wishtynite,0.8754732406181097,47,6,0.6728228827052161
12660835,Maria-Miau,0.7304090075441705,43,8,0.6696589208432722
16530364,[LS]Sagirium,0.7303679506269241,73,8,0.6696212787405429
32522677,ouxig,0.7022455235874023,78,9,0.6689409164462323
5214842,Jeanne Da Rin,0.7018681308678865,37,9,0.6685814219059704
11183413,CertifiedPinoy,0.869835480860043,22,6,0.6684901246077284
17768545,[SPNG]Sib3riaN,0.8686875408685237,37,6,0.6676079042742762
23807942,muimuingu,1.029719599756745,36,5,0.6648449532272445
26688450,Luqas,0.7733981723089377,37,7,0.663690817974824
27657112,Randumbs,0.722117760020708,71,8,0.6620572787336346
17641994,MidRed,0.6719065951141316,48,11,0.6619798257829963
15798093,KinderJoy-,0.6798857622472758,60,10,0.6618028449957825
2288341,Pope Gadget,0.6604880754798617,112,20,0.6604433444866159
8151295,Emptiness,1.0224224914241005,16,5,0.6601335292150596
12424909,Revv-,0.6777825266210495,69,10,0.6597555491139975
6114633,[GS]DaZeRo5,0.6922249632144836,54,9,0.6593955898987277
14727263,omegaY_,0.7671708291791104,27,7,0.6583468300994635
7616811,Toaph Daddy,0.6629228157667357,53,12,0.6575116611139866
10042715,Herb,0.7631861350126287,42,7,0.6549273690437999
17957861,[ Heez ],0.7134352870336382,63,8,0.6540969504371351
30113994,azertyghjkbjkj,0.6570850308439735,50,12,0.6517215275260333
12548652,Huntsman01,0.7594138760080605,35,7,0.6516902089961102
19744986,-Viktor-,1.0081067813542728,41,5,0.6508905007303754
12297375,Adam Yuuki,0.6500571134273362,202,38,0.6500571125291961
16140674,Micleak,0.7088413085863008,55,8,0.6498850655648977
6066359,_Yiiiii,1.0061889678446705,33,5,0.6496522523437356
15444660,cyta_,0.6582741130504474,54,11,0.6485487504413788
15801261,Az-u,0.6484788888591719,106,22,0.6484656604817189
24449770,1145810,0.8416514411304742,46,6,0.6468299915764337
24144271,eiEn_,1.293433807254006,36,4,0.646716903627003
5193488,Koiidex,0.6473675267332379,44,14,0.645766830795784
35107790,JustEmilo,0.7033508345966946,46,8,0.6448512491020367
3181281,Zergh,0.6483254183375049,60,12,0.6430334159799229
15716021,syaro-,0.7489152901532661,31,7,0.6426808587247675
6183047,pimoux,0.7001567457914875,49,8,0.6419228212755997
12028216,mashu,0.6412877340733136,143,25,0.6412855716485966
25168820,depny,0.7467793004892385,38,7,0.6408478614691987
10945523,samuelhklumpers,0.6402624055520362,123,25,0.6402602465847309
6187838,Misolato,0.6570962734788299,49,10,0.6396194881137309
6537441,basicmaime,0.6944652341870625,40,8,0.6367046880384413
11144363,-[Ulazis]-,0.9861282327253913,30,5,0.6366999122064476
5183940,2fast,0.6368767033120329,122,15,0.6360114936046202
5610085,EtienneXC,0.7411247468828932,32,7,0.6359954123134504
32901596,MSMS33,0.6411979631099245,60,12,0.6359641391127786
26116770,Old Pigeon,0.638158434685159,93,13,0.6352891000428559
9049282,[RUE]Clamati,0.6399639669544194,74,12,0.6347402155386954
15289293,vanposen,0.6922268144279625,58,8,0.6346524436865909
10497659,[GB]Tyris,0.6510239020288552,74,10,0.6337086234882076
10540515,RetroEX,0.6321420980314194,107,18,0.6319999818866114
15440118,ERA Leo,0.6334957595154402,53,14,0.6319293632308325
15270411,[LS]Mari,0.6320704430869823,80,17,0.6318115677875357
18160033,[GB]TakinaQwQ,0.6625034430827651,52,9,0.6310836388114206
15339833,ricetoasty,0.6357839510641551,39,12,0.6305943193255568
15288539,Tsumikiyuzu,0.6357006549332936,71,12,0.6305117031052903
7190673,HimeWoo,0.9762045844970135,26,5,0.6302926461470291
25923595,BC1_CI9,0.6302008192449686,136,20,0.6301581394303957
23717210,pofnkul,0.6317460808334917,49,13,0.6289055778857103
18144664,Nimacos,0.6833995565228428,54,8,0.6265593726240872
6363008,arpia97,0.6823901454361377,33,8,0.6256339169793343
11608591,kissnolook,0.6413039503965126,48,10,0.6242471933469977
5243536,etterna in osu,0.655080260129029,76,9,0.6240125067910223
8111953,_Seth,0.632659703822328,51,11,0.6233127693070001
10500832,[Crz]xz1z1z,0.6508842744381405,45,9,0.6200155193853647
19834488,-Wintrie-,0.6238206184430108,34,12,0.6187286382581616
7842506,Yucky,0.9573092954312609,27,5,0.6180927836037666
8586018,[GB]Reisen,0.6483720238874426,76,9,0.6176224145106746
