user_id,elo,username,country
25445118,378.9502026044247,zKuri,BR
11817838,378.6496485214661,Brisket Bacon,US
13471840,378.1494052197335,Kureha_,HK
12562107,377.8610208706321,CPT_Sivelia,VN
19744986,377.65204328078136,-Viktor-,ES
24446642,377.3090151751863,Aepq,MY
23248427,377.1274811968131,-Veloce-,TW
18111392,376.4258478962848,minatoaquafan69,HK
15548876,376.27706243864657,Silicosis,PH
30870258,376.079073349792,Anthony2308,CR
33473292,375.96745475087545,WaterQuality,US
26473894,375.8655249295427,imyeeyee,KR
10817494,374.872980600638,[Crz]Nickname,CN
16505281,374.6603686864274,Buschan,KR
22674434,374.0532195709405,noober,US
13769101,374.0390015178364,Netroo,BR
18271627,373.6726943795655,grillroasted,CZ
29379793,372.5481230822395,klobuck,PL
17369785,370.6491576253291,Loslic,KR
15772814,370.52121130765374,Unitori-,BH
30243406,370.0704280087091,unluminated520,VN
7928981,370.043502734049,[Crz]Riko,CN
19141228,370.0239261092595,malza,PL
18356454,369.500202439993,Minwoo3098,US
33133555,369.491625311279,Xi_story,KR
19554046,369.4095224036563,Shadow_GM,MX
7341471,369.387565888163,Seiong,AR
6912079,367.7974516071637,Iseri,KR
11106874,367.7345354584649,Polyester,KR
18667176,367.723748873983,_eternal,US
21102581,367.698518494103,Namia,CN
11888159,367.3169924503375,BaniiYanii,US
24026784,366.91412853084864,achii77,TH
12599154,364.89712112280137,Toxic Scent,NL
10344857,364.7722550767791,Naaaad,KR
11898245,364.4156357003256,Newbie Noobko,RU
27233308,364.38176502141977,CuteNatro,CN
32379983,364.30215517925456,Idontknowwhathi,CN
10804091,364.12434972957846,GDMem,CA
6814203,364.1193925745818,Monheim,GB
14931745,363.930159403854,[LS]Icetify,MY
32374576,363.6929233241574,[Crz]Miyako,GT
28098890,363.2542049758299,parponger,TH
32397022,363.2452935008098,Shiroko_Beiyi,CN
3262821,362.3753569624244,[SPNG] Sim0,IT
10500832,362.246405023133,[Crz]xz1z1z,CN
31138498,361.6426216492792,debuti,VN
16734203,361.4301011249726,instal,TH
22994710,361.35763245977125,Elliott0ne,SE
2071008,361.2469650388445,yz1155,KR
16055641,361.1765995897895,Rxizuna,VN
18867523,359.63338808208846,flowerful,FR
35157637,359.3274295727265,clairpis,US
10764424,359.0660936557048,Mantozi,CN
2288341,358.4629451013868,Pope Gadget,GB
15625432,358.3026415679767,[Crz]rebellion,CN
17089357,357.78731416255323,[RUE]Jeunios,FR
25311011,357.477031378424,Stereotype,KR
15806513,356.9363741066496,jkzu123,DE
11711666,356.5185763056384,lifilled,RO
8795096,356.37250767118724,StarTemplar,CN
27208738,355.4390026685384,Psyche03,AR
14066511,355.2996796604263,nyasunfanboy,CN
20372838,355.22995271675427,[Szy]polymaridd,PL
12584420,354.47475983377285,Vulpsi,PH
13858488,354.44550653015943,C90,AR
27767846,353.5273771299423,Oort6,KR
18278945,353.4383324812746,PocaFangirl,KR
15098503,352.78620622809274,-Lalito898,PE
7945868,352.6282281277485,[GB]SnowScent,KR
18766595,352.3396682409205,Kyuui,US
29530752,352.32385847159856,Enderek_,TR
23731514,352.32124414281964,shioo-,PE
12040572,352.2131155041246,_Ennill,KR
1489811,352.1992742843219,_Yisus_,ES
26690747,351.85484078421075,aero-,US
23410931,351.7783234740696,stoneworm,AR
8880797,351.4662384988657,Naito Mare,CL
23297156,351.1106668974716,[Crz]RafaelPC,PE
17932840,350.99594221300754,Modern,KR
36068985,350.8232171463698,suwuka,US
20541794,350.71349256299686,[LS]sdkl4,AU
11734610,350.6989427313721,Nepijin,US
33469995,350.5645637176544,Correspondence,KR
36289388,349.6478162986286,[LS]N1ku2um3,JP
9663200,349.022187023586,Strachy,FI
26702763,348.5712667744506,riftoyu,RU
27552902,348.56954794023994,[GB]ParasolTree,CN
23067133,348.3491278820172,LuCyAn_,KR
20360332,348.1087608430977,bambi fnf,CL
13821222,347.97736586009034,Lott,VN
18267981,347.4367251997592,revokeww,KZ
24104574,346.9295318149307,Squis1037,HK
16191405,346.7474934767528,jackyjacky607,TW
15760722,346.71860352359244,binified,GB
34344384,345.7933079017876,Nikorofanboy,JP
18566390,345.7581245199046,Nubbo123,AR
28014801,345.42141366815525,Pyn,KR
10055204,345.2759966145621,Zoobin4,GB
11799103,344.86764696508567,yoppy-yugen,JP
16100800,344.4098418933912,ICECAKE,JP
12346126,344.2379640379792,ayalala,GB
28571440,344.0737148983898,[Crz]yomogi237,JP
18508394,343.5648989596862,Tevelkin,US
10015908,343.33197888326526,Auraah,FR
15926730,342.9391548794872,PeachMarrow,US
5691061,342.9179069552591,Amerom,BR
13545528,342.66377484097234,xShyzDy,US
26844936,342.2398928362584,SomeDumbEtDude,MY
25345980,342.1695297842614,Maxtulini,GT
11183413,342.1132895713886,CertifiedPinoy,SG
17244618,341.68250583553794,moths,US
11964257,341.5461799406817,Mocarena,ID
7860283,341.4262928820912,Summit_,ES
28251667,341.2507323119734,[Crz]bubu,CN
15391485,341.2105529534683,hsod,TR
18563362,340.6060395390901,Concepte,UA
