player_id,elo_score,rank_4k,final_rank,country,username,final_rank_percentile
25689188,-33.03601984636739,5588,5647.0,US,LunarSticks,0.35237439779766
17364663,-65.82783978896951,5488,5648.0,US,E-B-E,0.3522596925900436
8707869,-87.49090782700425,5424,5649.0,CA,Yandeloid,0.35214498738242717
28266111,0.2012872727906088,8517,5650.0,TW,OwOhiOwO,0.35203028217481075
13901517,54.40102692719842,5865,5651.0,CN,[Crz]Tohka,0.35191557696719433
14361638,-11.54250295030224,5661,5652.0,KR,Maayo,0.35180087175957786
8011881,63.54159333365861,9010,5653.0,KR,k s m,0.35168616655196144
9362358,7.667150649543567,5722,5654.0,RU,teluxe5193,0.351571461344345
8209312,61.35310383573111,5889,5655.0,MY,KirinChibi,0.3514567561367286
25502775,-94.82274739090228,5406,5656.0,VN,faefdawgawhawha,0.3513420509291122
25552215,-50.19512144385676,5547,5657.0,US,Lil Doe,0.3512273457214958
34177363,-201.2127120966601,5079,5658.0,CN,yzksss,0.3511126405138793
13123283,-150.5819895105842,5240,5659.0,GB,Clas,0.3509979353062629
34765596,126.11347503600705,6099,5660.0,KR,Co_zy,0.35088323009864647
1626983,4.916405816451229,8571,5661.0,MY,Cryolien,0.35076852489103005
19678757,33.697323215035574,5814,5662.0,MY,kaijunchang7628,0.35065381968341364
28976605,-135.21040706482313,5292,5663.0,RO,WinterDM,0.3505391144757972
20915284,-21.84715925225772,5644,5664.0,KR,KoreanHooker,0.3504244092681808
12561379,0.0,8538,5665.0,0,nayuu,0.35030970406056433
22609780,27.43743138317049,5800,5666.0,CL,MyAngelKiritsu,0.3501949988529479
37371547,33.21052703200186,5819,5667.0,CN,LOPPPOS,0.3500802936453315
17415438,-145.27058515839312,5266,5668.0,PL,IgReMa,0.3499655884377151
9285715,43.89817036459171,8883,5669.0,JP,_Axela_,0.34985088323009866
37482265,-26.865875758215303,5636,5670.0,NL,Omiter,0.34973617802248225
16894629,22.77366314884754,5791,5671.0,US,Moneyeo,0.3496214728148658
34651009,-90.93563788552753,5439,5672.0,US,0_Snowx,0.34950676760724936
14267672,-88.73898905841988,5446,5673.0,KR,gyeonghango,0.34939206239963294
6691100,159.98765966389473,6218,5674.0,RU,tchyoouschqueey,0.3492773571920165
11840895,-85.54206807769147,5457,5675.0,TW,jumbo59742,0.3491626519844001
11613001,39.52371563464979,5845,5676.0,AU,Etho_x,0.3490479467767837
19105699,170.8701142247008,6253,5677.0,KR,lle1530,0.3489332415691672
9087181,60.64644242761332,9023,5678.0,PH,windrush123,0.3488185363615508
17792223,-52.87617199252186,5561,5679.0,TH,miinr,0.3487038311539344
19830421,-43.96083407030238,5589,5680.0,US,Jstxnx,0.34858912594631797
27826382,-123.46629636711748,5345,5681.0,US,lincolnthecobra,0.34847442073870155
21918681,-13.460016491559278,5686,5682.0,ID,tlcnt,0.34835971553108513
12149339,-54.38520060399562,5560,5683.0,NL,daan1234,0.34824501032346866
30510355,-48.67930186922968,5579,5684.0,TH,ZNLX,0.34813030511585225
22701689,-185.8337498484024,5155,5685.0,VN,Vexzays,0.34801559990823583
13688647,5.831653543396359,5751,5686.0,US,AverageBoi,0.3479008947006194
14444595,15.16791989076751,5781,5687.0,US,[LS]Glaxes,0.347786189493003
30982633,-84.637854936743,5473,5688.0,CN,Vellin,0.3476714842853866
7044210,-96.39569679827495,5440,5689.0,KR,Blinder,0.3475567790777701
23041432,87.37694413584693,6011,5690.0,BR,rafastus,0.3474420738701537
26854041,106.50873130972904,6071,5691.0,DE,Ducki0815,0.3473273686625373
3793502,59.59702999829987,9044,5692.0,KR,- Kaho -,0.34721266345492086
24237654,-46.376329975530055,5604,5693.0,MX,Yortoz,0.34709795824730444
35567163,-92.66608044349822,5461,5694.0,FR,Clc Luxminal,0.346983253039688
36243321,-129.2619942290703,5348,5695.0,BR,bertooo,0.34686854783207155
24141318,-177.17498317217365,5200,5696.0,CZ,[TWNK] Kikipil,0.34675384262445513
31919500,-263.3759871619242,4933,5697.0,CN,Eilte Lotus,0.3466391374168387
9579664,67.12871565980382,5958,5698.0,PL,Marqez,0.3465244322092223
16214723,-51.32914742984683,5598,5699.0,VN,Qutilt,0.3464097270016059
12804541,-34.94381923390767,5649,5700.0,TW,07245,0.34629502179398947
25756227,-99.3960124203624,5450,5701.0,CL,_Crazy_,0.346180316586373
33732549,-87.80796979510639,5487,5702.0,VN,duthuacalo,0.3460656113787566
10904273,-128.29543257056562,5363,5703.0,US,AllenF,0.34595090617114016
29655813,-36.3551602379589,5648,5704.0,US,konpeko-_,0.34583620096352374
8039923,146.17075682414924,6214,5705.0,KR,Load,0.3457214957559073
9705896,-157.90775770467494,5272,5706.0,CN,Muses,0.3456067905482909
24047114,-142.1165640759654,5324,5707.0,PL,DIDISZONEK,0.3454920853406745
35244470,-107.26704376320563,5433,5708.0,VN,DungWibu_TV,0.345377380133058
10176957,-83.22466684653536,5508,5709.0,TW,- [Yan] -,0.3452626749254416
36487001,-112.25982631606634,5419,5710.0,CN,RAINYSHINE064,0.3451479697178252
27537333,-24.571055704213897,5691,5711.0,JP,akishoudayo,0.34503326451020877
22465469,-137.21858558308577,5343,5712.0,LV,Aserry,0.34491855930259235
26340361,-50.245564409262336,5613,5713.0,CN,Vervea,0.34480385409497594
27497823,-132.2624722872595,5359,5714.0,GB,-Sandman-,0.34468914888735946
10137329,0.0,8612,5715.0,0,2zi,0.34457444367974305
30357961,-218.93723627183,5091,5716.0,US,Alumence,0.34445973847212663
23159837,-142.15539769232967,5329,5717.0,CN,YukiNyacinth,0.3443450332645102
18275001,-47.87510727135831,5622,5718.0,BR,7hiraSimp,0.3442303280568938
