user_id,map_id,score,match_id
8534840,5256340,997539,118985801
36120676,5256340,995570,118985801
32379983,5256340,997488,118985801
8534840,5256626,997792,118985801
36120676,5256626,996195,118985801
36570108,5256626,997064,118985801
8534840,5256623,994086,118985801
27552902,5256623,987329,118985801
36570108,5256623,994834,118985801
8534840,5256644,995089,118985801
27552902,5256644,990456,118985801
36570108,5256644,993062,118985801
8534840,5256639,994890,118985801
27552902,5256639,993121,118985801
36570108,5256639,993086,118985801
8534840,5256641,998083,118985801
36120676,5256641,997666,118985801
36570108,5256641,996933,118985801
8534840,5256642,995160,118985801
36120676,5256642,995599,118985801
32379983,5256642,995222,118985801
8534840,5256340,998307,118985801
36570108,5256340,997334,118985801
32379983,5256340,997308,118985801
8534840,5256626,998217,118985801
36570108,5256626,997081,118985801
36120676,5256626,997245,118985801
8534840,5256623,994295,118985801
36570108,5256623,995294,118985801
27552902,5256623,990696,118985801
8534840,5256644,994567,118985801
36570108,5256644,988388,118985801
27552902,5256644,990043,118985801
8534840,5256639,995495,118985801
36570108,5256639,993465,118985801
27552902,5256639,991968,118985801
8534840,5256641,998357,118985801
36570108,5256641,997077,118985801
36120676,5256641,998098,118985801
8534840,5256642,995773,118985801
32379983,5256642,984577,118985801
36120676,5256642,996496,118985801
11734610,5256340,998179,118993065
17308009,5256340,997104,118993065
16407268,5256340,980492,118993065
11734610,5256626,998760,118993065
17308009,5256626,990493,118993065
15926730,5256626,995840,118993065
11734610,5256623,994711,118993065
17308009,5256623,994953,118993065
15926730,5256623,993550,118993065
11734610,5256644,996368,118993065
17308009,5256644,995148,118993065
15926730,5256644,990633,118993065
11734610,5256639,997640,118993065
17308009,5256639,994954,118993065
15926730,5256639,991057,118993065
11734610,5256641,998597,118993065
7794488,5256641,997407,118993065
16407268,5256641,998631,118993065
11734610,5256642,997819,118993065
17308009,5256642,996601,118993065
16407268,5256642,997994,118993065
11734610,5256340,997582,118993065
18356454,5256340,997385,118993065
16407268,5256340,989316,118993065
11734610,5256626,992575,118993065
15926730,5256626,989748,118993065
17308009,5256626,997436,118993065
11734610,5256623,997134,118993065
15926730,5256623,994845,118993065
17308009,5256623,995230,118993065
11734610,5256644,997075,118993065
15926730,5256644,990644,118993065
17308009,5256644,994797,118993065
11734610,5256639,997606,118993065
15926730,5256639,992288,118993065
17308009,5256639,995173,118993065
11734610,5256641,998991,118993065
15926730,5256641,983280,118993065
16407268,5256641,998659,118993065
11734610,5256642,997866,118993065
18356454,5256642,992447,118993065
16407268,5256642,998621,118993065
8581031,5256340,997897,118996071
10344857,5256340,997667,118996071
17494164,5256340,996899,118996071
8581031,5256626,991776,118996071
16505281,5256626,995051,118996071
17494164,5256626,994692,118996071
8581031,5256623,995801,118996071
16505281,5256623,986835,118996071
26140861,5256623,992882,118996071
8581031,5256644,994636,118996071
16505281,5256644,980790,118996071
26140861,5256644,986876,118996071
8581031,5256639,993965,118996071
16505281,5256639,988200,118996071
10344857,5256639,992350,118996071
8581031,5256641,992935,118996071
17494164,5256641,997033,118996071
10344857,5256641,995766,118996071
10344857,5256642,997257,118996071
17494164,5256642,996039,118996071
26140861,5256642,992973,118996071
8581031,5256340,992601,118996071
17494164,5256340,997769,118996071
10344857,5256340,997078,118996071
8581031,5256626,998217,118996071
16505281,5256626,983305,118996071
10344857,5256626,987827,118996071
8581031,5256623,996022,118996071
16505281,5256623,993238,118996071
26140861,5256623,989645,118996071
8581031,5256644,987324,118996071
16505281,5256644,992714,118996071
26140861,5256644,989754,118996071
8581031,5256639,970949,118996071
16505281,5256639,991487,118996071
10344857,5256639,994678,118996071
8581031,5256641,990736,118996071
17494164,5256641,993280,118996071
10344857,5256641,993986,118996071
17494164,5256642,995761,118996071
26140861,5256642,981322,118996071
10344857,5256642,992324,118996071
17115114,5256340,976492,118977476
13471840,5256340,996413,118977476
11313227,5256340,996669,118977476
17115114,5256626,994881,118977476
18111392,5256626,989750,118977476
