Player ID,Player Name,pScore,Maps Played
6066359,_Yiiiii,11.887336059064683,4/4
15351355,[GB]Aeracy_nya,5.025541756945071,3/3
10351684,AWMRone,2.2045683077702054,6/6
27710732,oid45,2.0296510098172655,3/3
6423914,quailty,1.0980511884427246,3/3
14665128,shade0214,1.062174625657693,6/6
32263201,Phantom of Sky,0.933338268893252,6/6
22412151,purakon,0.8813571534351642,6/6
26030234,yks1,0.868338036615649,4/4
26116770,Old Pigeon,0.801541036251032,4/4
26031439,[GB]nyasunwaifu,0.600083381561554,3/3
34056597,Tair itsu,0.5379773819376477,3/3
18268743,SWADEEF,0.4580490177361793,3/3
20813415,lone_starshadow,0.33890785104218535,4/4
