user_id,map_id,score,match_id
8534840,3665997,996067,118654138
14318312,3665997,980119,118654138
8534840,5207534,998160,118654138
14318312,5207534,992818,118654138
8534840,5206862,994119,118654138
14318312,5206862,982721,118654138
8534840,5207575,985990,118654138
14318312,5207575,940172,118654138
8534840,5205954,997760,118654138
14318312,5205954,987783,118654138
8534840,5207546,825116,118654138
14318312,5207546,845691,118654138
6336721,3665997,977985,118653748
21102581,3665997,973117,118653748
6336721,5207570,969544,118653748
21102581,5207570,954732,118653748
6336721,5207558,971710,118653748
21102581,5207558,946131,118653748
6336721,5206862,959633,118653748
21102581,5206862,973173,118653748
6336721,5207635,980127,118653748
21102581,5207635,978230,118653748
6336721,5207541,959506,118653748
21102581,5207541,987451,118653748
6336721,5205954,985795,118653748
21102581,5205954,984755,118653748
6336721,5207534,982253,118653748
21102581,5207534,977259,118653748
6336721,5207546,949063,118653748
21102581,5207546,963439,118653748
29165753,5205657,982202,118653030
32494511,5205657,974982,118653030
29165753,5207575,980643,118653030
32494511,5207575,973919,118653030
29165753,5207534,990877,118653030
32494511,5207534,994501,118653030
29165753,5206862,980632,118653030
32494511,5206862,949879,118653030
29165753,5207635,984886,118653030
32494511,5207635,952600,118653030
29165753,5207570,986421,118653030
32494511,5207570,973129,118653030
29165753,5205954,996015,118653030
32494511,5205954,993856,118653030
29165753,5207546,968410,118653030
32494511,5207546,931152,118653030
27288518,4590115,982272,118652628
10817494,4590115,974366,118652628
27288518,5207575,945433,118652628
10817494,5207575,944361,118652628
27288518,5204533,976097,118652628
10817494,5204533,979088,118652628
27288518,5207635,979131,118652628
10817494,5207635,937244,118652628
27288518,5207534,965354,118652628
10817494,5207534,887257,118652628
27288518,5207570,971760,118652628
10817494,5207570,957038,118652628
27288518,5206862,957752,118652628
10817494,5206862,951183,118652628
27288518,5207546,949815,118652628
10817494,5207546,908525,118652628
