user_id,map_id,score,match_id
18560307,3830912,946012,114567115
24776314,3830912,976646,114567115
18560307,4014336,902110,114567115
24776314,4014336,969141,114567115
18560307,4402735,962254,114567115
24776314,4402735,984314,114567115
18560307,4011987,933395,114567115
24776314,4011987,988342,114567115
18560307,3826914,886170,114567115
24776314,3826914,969454,114567115
18560307,4673163,933886,114567115
24776314,4673163,956189,114567115
18560307,4104224,941274,114567115
24776314,4104224,988858,114567115
18121419,4234896,989999,114580098
24776314,4234896,972089,114580098
18121419,3830912,983450,114580098
24776314,3830912,977646,114580098
18121419,4496273,945363,114580098
24776314,4496273,911812,114580098
18121419,4014336,982753,114580098
24776314,4014336,985474,114580098
18121419,3671281,984938,114580098
24776314,3671281,956476,114580098
18121419,4011987,983731,114580098
24776314,4011987,984306,114580098
18121419,3598248,963618,114580098
24776314,3598248,945238,114580098
18121419,4104224,972970,114580098
24776314,4104224,985517,114580098
18121419,3266285,982039,114580098
24776314,3266285,983835,114580098
18121419,4402735,982012,114580098
24776314,4402735,980376,114580098
18121419,4673163,990201,114580098
24776314,4673163,966229,114580098
18121419,4673269,979169,114580098
24776314,4673269,984344,114580098
