user_id,map_id,score,match_id
23948744,4193279,948759,109276628
9048451,4193279,941585,109276628
23948744,4193193,857129,109276628
9048451,4193193,869365,109276628
23948744,4193245,908265,109276628
9048451,4193245,824274,109276628
23948744,4193391,919011,109276628
9048451,4193391,866677,109276628
23948744,4193279,963280,109276628
9048451,4193279,906143,109276628
23948744,4193193,928628,109276628
9048451,4193193,876741,109276628
23948744,4193245,957187,109276628
9048451,4193245,878109,109276628
23948744,4193391,907702,109276628
9048451,4193391,862871,109276628
7797432,4193279,913711,109278071
7797432,4193245,796016,109278071
7797432,4193391,593312,109278071
7797432,4193279,880956,109278071
7797432,4193245,731131,109278071
7797432,4193391,514701,109278071
27678259,4193279,912586,109278783
17220267,4193279,993103,109278783
27678259,4193193,890300,109278783
17220267,4193193,914821,109278783
27678259,4193245,847629,109278783
17220267,4193245,976795,109278783
27678259,4193391,914088,109278783
17220267,4193391,961400,109278783
27678259,4193279,937250,109278783
17220267,4193279,977837,109278783
27678259,4193193,898924,109278783
17220267,4193193,927802,109278783
27678259,4193245,855970,109278783
17220267,4193245,974098,109278783
27678259,4193391,890883,109278783
17220267,4193391,930778,109278783
23694687,4193279,921930,109279510
15590896,4193279,969736,109279510
23694687,4193193,879878,109279510
15590896,4193193,817333,109279510
23694687,4193245,919207,109279510
15590896,4193245,934622,109279510
23694687,4193391,884139,109279510
15590896,4193391,818647,109279510
23694687,4193279,939060,109279510
15590896,4193279,973646,109279510
23694687,4193193,878338,109279510
15590896,4193193,806735,109279510
23694687,4193245,896292,109279510
15590896,4193245,949552,109279510
23694687,4193391,885196,109279510
15590896,4193391,803935,109279510
10874775,4193279,950142,109280461
2007579,4193279,922612,109280461
7672567,4193279,942614,109280461
19678757,4193279,971778,109280461
14743871,4193279,985744,109280461
14901072,4193279,983245,109280461
10874775,4193193,886143,109280461
2007579,4193193,852207,109280461
7672567,4193193,932437,109280461
19678757,4193193,863930,109280461
14743871,4193193,960285,109280461
14901072,4193193,970967,109280461
10874775,4193245,960231,109280461
2007579,4193245,807751,109280461
7672567,4193245,967947,109280461
19678757,4193245,955042,109280461
14743871,4193245,993615,109280461
14901072,4193245,979347,109280461
10874775,4193391,829718,109280461
2007579,4193391,817380,109280461
7672567,4193391,942305,109280461
19678757,4193391,856913,109280461
14743871,4193391,984612,109280461
14901072,4193391,947250,109280461
10874775,4193279,976818,109280461
2007579,4193279,880094,109280461
7672567,4193279,958352,109280461
19678757,4193279,983316,109280461
14901072,4193279,961650,109280461
14743871,4193279,972245,109280461
10874775,4193193,894269,109280461
2007579,4193193,875565,109280461
7672567,4193193,937825,109280461
19678757,4193193,867277,109280461
14901072,4193193,974954,109280461
10874775,4193245,574675,109280461
2007579,4193245,779023,109280461
7672567,4193245,961282,109280461
19678757,4193245,892557,109280461
14901072,4193245,978330,109280461
10874775,4193391,839617,109280461
2007579,4193391,823643,109280461
7672567,4193391,923548,109280461
19678757,4193391,838736,109280461
14901072,4193391,943187,109280461
30419111,4193279,968169,109281426
30419111,4193193,932742,109281426
30419111,4193245,977954,109281426
30419111,4193391,940234,109281426
30419111,4193279,970700,109281426
30419111,4193193,921767,109281426
30419111,4193245,982800,109281426
30419111,4193391,939969,109281426
21873512,4193279,989781,109292549
9229968,4193279,744686,109292549
21873512,4193193,968914,109292549
9229968,4193193,590465,109292549
21873512,4193245,988530,109292549
9229968,4193245,667106,109292549
21873512,4193391,979218,109292549
9229968,4193391,556657,109292549
21873512,4193279,989128,109292549
9229968,4193279,798702,109292549
