user_id,map_id,score,match_id
14743871,3832970,927995,109718831
21873512,3832970,979253,109718831
14743871,3649822,976907,109718831
21873512,3649822,990614,109718831
14743871,3973426,852598,109718831
21873512,3973426,960925,109718831
14743871,1124791,960057,109718831
21873512,1124791,971671,109718831
14743871,3459328,947029,109718831
21873512,3459328,972659,109718831
14743871,3183457,959287,109718831
21873512,3183457,976283,109718831
3760209,1124791,985812,109736773
14892447,1124791,978558,109736773
3760209,3818588,990268,109736773
14892447,3818588,993989,109736773
3760209,3183457,976587,109736773
14892447,3183457,984883,109736773
3760209,3459328,991647,109736773
14892447,3459328,992547,109736773
3760209,4034509,994950,109736773
14892447,4034509,996943,109736773
3760209,3710491,990490,109736773
14892447,3710491,989280,109736773
3760209,3649822,996537,109736773
14892447,3649822,996452,109736773
3760209,3832970,991525,109736773
14892447,3832970,992155,109736773
3760209,3124559,959965,109736773
14892447,3124559,967465,109736773
14901072,3649822,980426,109738591
7972439,3649822,984905,109738591
14901072,3778136,925917,109738591
7972439,3778136,968484,109738591
14901072,1124791,933155,109738591
7972439,1124791,967170,109738591
14901072,3973426,945788,109738591
7972439,3973426,940847,109738591
14901072,3459328,981063,109738591
7972439,3459328,981837,109738591
14901072,3851679,936933,109738591
7972439,3851679,941800,109738591
14901072,4034509,906622,109738591
7972439,4034509,927948,109738591
4084853,3818588,994568,109750957
7745408,3818588,924854,109750957
4084853,3459328,988584,109750957
7745408,3459328,977700,109750957
4084853,3649822,996782,109750957
7745408,3649822,989908,109750957
4084853,1124791,993900,109750957
7745408,1124791,958928,109750957
4084853,3183457,966604,109750957
7745408,3183457,961656,109750957
4084853,3973426,983281,109750957
7745408,3973426,960359,109750957
7972439,3851679,956992,109753026
23948744,3851679,897366,109753026
7972439,1124791,957725,109753026
23948744,1124791,892588,109753026
7972439,3973426,934669,109753026
23948744,3973426,786885,109753026
7972439,3778136,968322,109753026
23948744,3778136,853332,109753026
7972439,3649822,974161,109753026
23948744,3649822,878705,109753026
7972439,4034509,969742,109753026
23948744,4034509,898465,109753026
