user_id,map_id,score,match_id
18309106,4526161,985904,113112558
12689667,4526161,978396,113112558
13385865,4526161,974579,113112558
17753122,4526161,985906,113112558
28098890,4526161,973283,113112558
18271627,4526161,985718,113112558
18309106,4526233,976444,113112558
12689667,4526233,990118,113112558
13385865,4526233,990990,113112558
17753122,4526233,978719,113112558
28098890,4526233,964334,113112558
18271627,4526233,981220,113112558
18309106,3939521,987974,113112558
8581031,3939521,991615,113112558
13385865,3939521,989358,113112558
17753122,3939521,966452,113112558
28098890,3939521,977120,113112558
18271627,3939521,990944,113112558
18309106,4525923,979572,113112558
12689667,4525923,988815,113112558
13385865,4525923,992788,113112558
17753122,4525923,992540,113112558
28098890,4525923,973200,113112558
18271627,4525923,989041,113112558
18309106,4208244,995220,113112558
12689667,4208244,995175,113112558
13385865,4208244,997880,113112558
17753122,4208244,967124,113112558
28098890,4208244,969314,113112558
18271627,4208244,981363,113112558
18309106,4452842,989245,113112558
12689667,4452842,986042,113112558
13385865,4452842,988553,113112558
17753122,4452842,985067,113112558
28098890,4452842,985932,113112558
18271627,4452842,993652,113112558
18309106,4498708,998527,113112558
12689667,4498708,995932,113112558
13385865,4498708,998901,113112558
17753122,4498708,996754,113112558
28098890,4498708,983707,113112558
18271627,4498708,998854,113112558
18309106,3637163,980462,113112558
12689667,3637163,979495,113112558
13385865,3637163,969394,113112558
17753122,3637163,960893,113112558
28098890,3637163,954769,113112558
18271627,3637163,988373,113112558
