user_id,map_id,score,match_id
12046267,5299669,977813,119255478
17668607,5299669,969214,119255478
12046267,5299911,946244,119255478
17668607,5299911,969526,119255478
12046267,5299958,970113,119255478
17668607,5299958,978885,119255478
12046267,5298640,969187,119255478
17668607,5298640,957116,119255478
12046267,5299641,962433,119255478
17668607,5299641,959850,119255478
12046267,5299908,981518,119255478
17668607,5299908,966360,119255478
12046267,5299950,984586,119255478
17668607,5299950,974490,119255478
12046267,5298365,973323,119255478
17668607,5298365,977215,119255478
12046267,5299643,973017,119255478
17668607,5299643,875992,119255478
12046267,5299971,958836,119255478
17668607,5299971,964899,119255478
10344857,5299649,960267,119268934
12046267,5299649,940040,119268934
10344857,5299669,982315,119268934
12046267,5299669,989081,119268934
10344857,5299646,975914,119268934
12046267,5299646,989634,119268934
10344857,5299641,990497,119268934
12046267,5299641,963491,119268934
10344857,5299950,978541,119268934
12046267,5299950,985603,119268934
10344857,5299958,971284,119268934
12046267,5299958,969313,119268934
10344857,5299911,970845,119268934
12046267,5299911,982929,119268934
10344857,5299946,977515,119268934
12046267,5299946,965002,119268934
10344857,5299908,983242,119268934
12046267,5299908,969035,119268934
10344857,5299971,984366,119268934
12046267,5299971,963317,119268934
10344857,5300163,985576,119268934
12046267,5300163,958168,119268934
