user_id,map_id,score,match_id
31042682,4490312,939019,112698662
14892447,4490312,988083,112698662
21873512,4490312,941184,112698662
15179858,4490312,991367,112698662
12542173,4490312,970835,112698662
14177626,4490312,983557,112698662
31042682,4486936,982207,112698662
20670028,4486936,984944,112698662
14892447,4486936,981395,112698662
15179858,4486936,988168,112698662
15255368,4486936,980615,112698662
14177626,4486936,988065,112698662
31042682,4489869,926905,112698662
14892447,4489869,988041,112698662
21873512,4489869,950814,112698662
15179858,4489869,991061,112698662
12542173,4489869,982828,112698662
14177626,4489869,980899,112698662
31042682,4490269,945787,112698662
14892447,4490269,992016,112698662
21873512,4490269,960559,112698662
15179858,4490269,976960,112698662
7097990,4490269,963153,112698662
14177626,4490269,982547,112698662
31042682,4490314,928635,112698662
14892447,4490314,983849,112698662
21873512,4490314,950814,112698662
15179858,4490314,987130,112698662
12542173,4490314,960647,112698662
14177626,4490314,989411,112698662
31042682,4486061,979016,112698662
14892447,4486061,990622,112698662
21873512,4486061,963794,112698662
15179858,4486061,962491,112698662
15255368,4486061,965820,112698662
14177626,4486061,976560,112698662
31042682,3562090,985758,112698662
21873512,3562090,976681,112698662
14892447,3562090,994965,112698662
15179858,3562090,985983,112698662
12542173,3562090,977088,112698662
14177626,3562090,990948,112698662
31042682,4490409,979529,112698662
21873512,4490409,972715,112698662
14892447,4490409,984919,112698662
15179858,4490409,978927,112698662
15255368,4490409,973586,112698662
14177626,4490409,977681,112698662
31042682,1488278,976915,112698662
21873512,1488278,968847,112698662
14892447,1488278,990705,112698662
15179858,1488278,992978,112698662
12542173,1488278,986110,112698662
14177626,1488278,990125,112698662
31042682,4146509,928563,112698662
21873512,4146509,939830,112698662
14892447,4146509,940494,112698662
15179858,4146509,895631,112698662
15255368,4146509,943383,112698662
14177626,4146509,925228,112698662
23604857,3562090,985553,112704654
12123265,3562090,974412,112704654
18520056,3562090,980106,112704654
27540621,3562090,983223,112704654
15339833,3562090,992191,112704654
17952001,3562090,986479,112704654
26851935,4490409,980487,112704654
12123265,4490409,974398,112704654
13193798,4490409,985454,112704654
27540621,4490409,970466,112704654
20656485,4490409,973166,112704654
17768545,4490409,978333,112704654
23604857,4489869,983860,112704654
18520056,4489869,950863,112704654
13193798,4489869,965954,112704654
27540621,4489869,981319,112704654
17952001,4489869,951544,112704654
15339833,4489869,989640,112704654
12123265,4146509,928943,112704654
26851935,4146509,931010,112704654
13193798,4146509,947050,112704654
17768545,4146509,955240,112704654
27540621,4146509,959851,112704654
20656485,4146509,949171,112704654
12123265,1488278,981392,112704654
23604857,1488278,955239,112704654
18520056,1488278,965889,112704654
27540621,1488278,973154,112704654
20656485,1488278,957236,112704654
17952001,1488278,989137,112704654
12123265,2511454,965685,112704654
13193798,2511454,992630,112704654
26851935,2511454,961261,112704654
27540621,2511454,974900,112704654
20656485,2511454,980059,112704654
17768545,2511454,989203,112704654
12123265,4490314,960658,112704654
13193798,4490314,949574,112704654
23604857,4490314,968307,112704654
15339833,4490314,977041,112704654
17952001,4490314,984937,112704654
27540621,4490314,973372,112704654
12123265,4486061,973472,112704654
13193798,4486061,977975,112704654
26851935,4486061,970473,112704654
17768545,4486061,982873,112704654
20656485,4486061,960870,112704654
27540621,4486061,971526,112704654
12123265,3553820,935919,112704654
13193798,3553820,932432,112704654
23604857,3553820,956526,112704654
15339833,3553820,977193,112704654
27540621,3553820,966025,112704654
17768545,3553820,924069,112704654
26233321,2511454,991156,112721424
16055641,2511454,988866,112721424
22644374,2511454,979422,112721424
23248427,2511454,975761,112721424
11912607,2511454,971683,112721424
16191180,2511454,988666,112721424
26233321,3562090,988195,112721424
24534466,3562090,986625,112721424
16055641,3562090,992482,112721424
16191180,3562090,981962,112721424
23248427,3562090,987859,112721424
