Player ID,Player Name,pScore,Maps Played
18560307,Silicosis 2,1.6087934738665428,7/7
15179858,Tonels,1.477527785363176,5/5
22644374,SturpdaFuro,1.4750754251946905,5/5
14217379,Wishtynite,1.4637435093643167,8/8
26233321,[LS]Vixile,1.4269912694429467,5/5
12723207,twitch chat,1.3905408687295286,9/9
14892447,JayLye,1.342121518884019,6/6
11959687,Freshky,1.3362668769505548,9/9
25445118,zKuri,1.330840944633852,10/10
6315000,NeonDrakon,1.3019929390788956,9/9
16487992,ssiizz_,1.299689810174477,6/6
12917829,Sirbeyy,1.2917358924106188,7/6
17768545,[SPNG]Sib3riaN,1.2915528522530932,6/7
16191180,Shice2566,1.286362640379489,5/5
11924624,--Dragon--,1.2785483439565026,9/9
18265431,[Mom] -So1-,1.2768820279018283,5/5
14177626,charlie72,1.271692285003245,5/5
19466314,iParacosm,1.257336851578986,8/9
23070586,7581Eason,1.2417831497454688,4/8
16608860,yoshyap,1.2283200574622308,4/5
26702763,riftoyu,1.2233633543884834,6/6
20670028,ReJust,1.200425566781779,6/6
11912607,diablorex1234,1.1994620847934585,5/5
12123265,[KN]Puddles,1.1929652610413854,5/7
13193798,ManiaDegengod,1.1808787109610763,5/7
16118849,cartografiar,1.1520698145033976,10/10
17036270,Holo the Wise,1.1498919498083535,9/9
16078911,Vekyo,1.1405059055095774,8/9
11784492,Mich_,1.1391849997908174,9/9
29627572,kloofhi,1.1160169618579008,5/6
10540368,HD_AdreNaline,1.1131620999995055,8/9
10478980,Rakanovan,1.1055219822970568,5/8
14566000,epic man 2,1.1031220782810844,6/9
10442657,2kyFangirl,1.0988495753097334,5/5
14134289,shokoha,1.096352987738514,8/9
14832777,hashimoto1129,1.0887854507950638,5/5
13145344,dolen,1.0811763080066572,5/9
22813898,Shiny Sylveon,1.066501362260492,9/9
13013350,Kiruliatkoska,1.062733377582151,6/6
13104856,1Nuttelinha1,1.061299466760069,9/10
24989144,Llkkm,1.0603750762479816,3/8
3840946,SitekX,1.0598106487042276,6/6
18472374,Pokeccino,1.0588034636684693,8/9
18481445,[Mom] xbob,1.0562478353240128,5/5
12561379,nayuu,1.048952680463406,4/8
10945523,samuelhklumpers,1.0476616494072044,5/5
23509758,[GS]Thanachot,1.0451370792927053,5/9
31042682,Fuuneral,1.0442012539197782,3/6
29716889,Sillot,1.0379682095679592,7/9
15186865,ERA GulMyMommy,1.0319390632677117,10/10
14888056,oliverq,1.0306588700391417,7/9
24780361,CoolDudeYes,1.025197934159585,5/9
14013641,billiack,1.021029700522077,3/6
14160917,Blacku1,1.0188670591740434,4/6
19077203,DimonTheGood,1.0114427433203632,3/6
5858053,[ Classic ],1.0060633810877744,3/8
25112602,macacko,1.0046077424404185,5/5
6537441,basicmaime,0.9963735233833205,4/9
16055641,Rxizuna,0.9946013350593491,3/5
11625617,ERA medium kek,0.9881559789304847,4/6
12542173,z2a,0.9875207486210329,2/5
22945300,Banned or Unavailable,0.9867744384328556,9/9
8883576,Hitachimako0721,0.9853563854780515,5/8
